sentence,fuel,machine,others,part,price,service,clean_sentence
"Setelah penggunaan beberapa waktu, motor ini sangat nyaman, empuk sekali melewati jalanan rusak, seperti lempeng begitu saja tanpa ada guncangan yang berarti.",neutral,neutral,positive,neutral,neutral,neutral,telah guna beberapa waktu motor ini sangat nyaman empuk sekali lewat jalan rusak seperti lempeng begitu saja tanpa ada guncang yang arti
dengan menggunakan avanza yang super irit . pengeluaran saya pun bisa terjangkau .,positive,neutral,neutral,neutral,neutral,neutral,dengan guna avanza yang super irit keluar saya pun bisa jangkau
"nih mobil kalau dibawa mudik pasti nyaman, badan enggak pegal-pegal.",neutral,neutral,positive,neutral,neutral,neutral,nih mobil kalau bawa mudik pasti nyaman badan enggak pegalpegal
"Saya berombongan pakai xenia 1.0 , ternyata tenaga xenia 1.0 juga oke punya",neutral,positive,neutral,neutral,neutral,neutral,saya rombong pakai xenia nyata tenaga xenia juga oke punya
sigra juga kuat power nya untuk dibawa kebut-kebutan di jalan lintas sumatra yang kejam.,neutral,positive,neutral,neutral,neutral,neutral,sigra juga kuat power nya untuk bawa kebutkebutan di jalan lintas sumatra yang kejam
"gue pakai xenia li VVTi 2007 , ya sadar sajalah punya mobil murah meriah 1000 cc tuh",neutral,neutral,neutral,neutral,positive,neutral,gue pakai xenia li vvti ya sadar saja punya mobil murah riah cc tuh
"Yamaha Nmax perawatan motor tidak ribet , dan harga nya terjangkau .",neutral,neutral,neutral,neutral,positive,positive,yamaha nmax awat motor tidak ribet dan harga nya jangkau
keunggulan mobil Avanza terbaru adalah sparepart - nya yang mudah dicari .,neutral,neutral,neutral,positive,neutral,neutral,unggul mobil avanza baru adalah sparepart nya yang mudah cari
Great New Xenia punya harga yang bersahabat dan interior yang lumayan untuk tipe tertinggi,neutral,neutral,neutral,positive,positive,neutral,great new xenia punya harga yang sahabat dan interior yang lumayan untuk tipe tinggi
brio bagus banget gak bohong !,neutral,neutral,positive,neutral,neutral,neutral,brio bagus banget gak bohong
"Semenjak aku mempunyai sebuah unit honda sonic, hidup mungkin terasa bisa leluasa untuk menjangkau ke mana pun ku mau.",neutral,neutral,positive,neutral,neutral,neutral,semenjak aku punya buah unit honda sonic hidup mungkin asa bisa leluasa untuk jangkau ke mana pun ku mau
"Tetapi kalau untuk kaki-kaki , punya saya agak berisik , apalagi lewat jalan rusak , itu kaki-kaki berasa banget bunyi-bunyi nya .",neutral,neutral,neutral,negative,neutral,neutral,tetapi kalau untuk kakikaki punya saya agak berisik apalagi lewat jalan rusak itu kakikaki asa banget bunyibunyi nya
"Entah kenapa ya , aku lebih nyaman brio generasi pertama .. Yang kaki kaki nya lebih ceper , good looking di lampu belakang bulat dan kaca semi framless",neutral,neutral,positive,positive,neutral,neutral,entah kenapa ya aku lebih nyaman brio generasi pertama yang kaki kaki nya lebih ceper good looking di lampu belakang bulat dan kaca semi framless
"Mungkin sudah 5 tahun saya pakai Kijang innova . Dalam pemakaian sehari-hari yang intens , mobil ini termasuk ramah perawatan .",neutral,neutral,neutral,neutral,neutral,positive,mungkin sudah tahun saya pakai kijang innova dalam pakai seharihari yang intens mobil ini masuk ramah awat
Brio selalu lebih punya karakter kuat tersendiri . Sirion kayak ga punya jati diri,neutral,neutral,negative,neutral,neutral,neutral,brio selalu lebih punya karakter kuat sendiri sirion kayak ga punya jati diri
"mobil ku xenia tahun 2004 , tipe Li standar . Spion nya masih yang model tipis , kurang elegan .",neutral,neutral,neutral,negative,neutral,neutral,mobil ku xenia tahun tipe li standar spion nya masih yang model tipis kurang elegan
fortuner boros banget bensin nya gak kaya altis yang hemat banget,positive,neutral,neutral,neutral,neutral,neutral,fortuner boros banget bensin nya gak kaya altis yang hemat banget
"Mending wuiling almaz . Fitur banyak , mesin turbo , body gede , harga menarik .",neutral,positive,neutral,positive,positive,neutral,mending wuiling almaz fitur banyak mesin turbo body gede harga tarik
nih xexi sering dipakai ke Tasikmalaya lewat Nagrek enggak ada masalah tuh .,neutral,neutral,positive,neutral,neutral,neutral,nih xexi sering pakai ke tasikmalaya lewat nagrek enggak ada masalah tuh
Pelayanan bengkel Honda AutoBest soekarno hatta jelek banget sih . pantes aja sepi mulu .,neutral,neutral,neutral,neutral,neutral,negative,layan bengkel honda autobest soekarno hatta jelek banget sih pantes aja sepi mulu
Kalo dari fitur sih menang sirion . Tapi kalo desain menurut saya brio lebih seksi dan nggak bosenin,neutral,neutral,neutral,positive,neutral,neutral,kalo dari fitur sih menang sirion tapi kalo desain turut saya brio lebih seksi dan nggak bosenin
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang , mudah dibawa , enggak perlu parkiran besar lo . pokok nya Maknyus .",neutral,neutral,positive,positive,positive,neutral,seluruh gue suka xenia murah desain lucu muat banyak barang mudah bawa enggak perlu parkir besar lo pokok nya maknyus
Toyota Calya hemat bahan bakar dan kabin memuat banyak penumpang,positive,neutral,neutral,positive,neutral,neutral,toyota calya hemat bahan bakar dan kabin muat banyak tumpang
"menyesal gue beli honda vario , jelek banget motor nya .",neutral,neutral,negative,neutral,neutral,neutral,sesal gue beli honda vario jelek banget motor nya
Honda Beat Sporty irit bahan bakar dan model nya bagus sporty dan pilihan warna nya banyak tetapi aku suka warna black hard,positive,neutral,neutral,positive,neutral,neutral,honda beat sporty irit bahan bakar dan model nya bagus sporty dan pilih warna nya banyak tetapi aku suka warna black hard
"kalau Xi plus , speed juga enggak ragu buat dites sama mobil kelas lain .",neutral,positive,neutral,neutral,neutral,neutral,kalau xi plus speed juga enggak ragu buat tes sama mobil kelas lain
cuma pernah komplain saja kalau xenia kopling nya keras sama motor locking door - nya aus,neutral,neutral,neutral,negative,neutral,neutral,cuma pernah komplain saja kalau xenia kopling nya keras sama motor locking door nya aus
Selalu senang setiap berkendara menggunakan Aerox .,neutral,neutral,positive,neutral,neutral,neutral,selalu senang tiap kendara guna aerox
"Hahaha mas Fitra beruntung datang ke Honda cabang itu , staf ramah & bengkel yang bagus + rapi .",neutral,neutral,neutral,neutral,neutral,positive,hahaha mas fitra untung datang ke honda cabang itu staf ramah bengkel yang bagus rapi
"cuma sekarang ini lagi punya pengganjal , kalau melewati polisi tidur Xenia kayak nya dasbor itu bunyi , kayak kurang rigid",neutral,neutral,neutral,negative,neutral,neutral,cuma sekarang ini lagi punya ganjal kalau lewat polisi tidur xenia kayak nya dasbor itu bunyi kayak kurang rigid
"Jadi kesimpulan saya buat XPander : "" Enggak banget deh . """,neutral,neutral,negative,neutral,neutral,neutral,jadi simpul saya buat xpander enggak banget deh
Terios baru enak dipakai dan nyaman,neutral,neutral,positive,neutral,neutral,neutral,terios baru enak pakai dan nyaman
kualitas Jok Duduk Avanza nyaman karena telah menggunakan bahan tempat duduk berkualitas bagus,neutral,neutral,neutral,positive,neutral,neutral,kualitas jok duduk avanza nyaman karena telah guna bahan tempat duduk kualitas bagus
"Tapi saya bangga punya Karimun Wagon R , mobil ini sangat bisa diandalkan dan ramah di kantong",neutral,neutral,positive,neutral,positive,neutral,tapi saya bangga punya karimun wagon r mobil ini sangat bisa andal dan ramah di kantong
Rush baru terlihat lebih gagah dan keren,neutral,neutral,positive,neutral,neutral,neutral,rush baru lihat lebih gagah dan keren
Kaki-kaki HRV terasa berisik pas hajar polisi tidur . Dan itu berefek kretek-kretek ke pintu bagasi . Berisik,neutral,neutral,neutral,negative,neutral,neutral,kakikaki hrv asa berisik pas hajar polisi tidur dan itu efek kretekkretek ke pintu bagasi berisik
semenjak saya pakai toyota calya dompet ku enggak lagi bocor alias bbm - nya irit banget . dan enggak sering mengisi bbm lagi .,positive,neutral,neutral,neutral,neutral,neutral,semenjak saya pakai toyota calya dompet ku enggak lagi bocor alias bbm nya irit banget dan enggak sering isi bbm lagi
"Toyota innova diesel sangat enak dikendarai , mudah perawatan nya dan sangat irit bbm nya",positive,neutral,positive,neutral,neutral,positive,toyota innova diesel sangat enak kendara mudah awat nya dan sangat irit bbm nya
brio kalo di ajak lari lincah banget tarikan juga halus,neutral,positive,neutral,neutral,neutral,neutral,brio kalo di ajak lari lincah banget tari juga halus
"Mending Calya lah Irit , suspensi nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring",positive,neutral,neutral,positive,neutral,neutral,mending calya lah irit suspensi nyaman muat banyak inline silinder dengan vvt i technology bisa buat taksi daring
untuk bahan bakar irit pasti avanza,positive,neutral,neutral,neutral,neutral,neutral,untuk bahan bakar irit pasti avanza
"Bagus banget sih Scoopy , cocok buat cewek pas banget . Mesin nya halus juga . ban nya lucu begitu .",neutral,positive,positive,positive,neutral,neutral,bagus banget sih scoopy cocok buat cewek pas banget mesin nya halus juga ban nya lucu begitu
benar kata om fitra recall master rem HRV dari dealer antrean nya 3 bulan lebih itu recall,neutral,neutral,neutral,neutral,neutral,negative,benar kata om fitra recall master rem hrv dari dealer antre nya bulan lebih itu recall
saya lebih pilih innova untuk mobil keluarga meskipun harga nya lebih mahal .,neutral,neutral,positive,neutral,negative,neutral,saya lebih pilih innova untuk mobil keluarga meski harga nya lebih mahal
Mobil saya Avanza type G 1300 cc tahun 2007 sampai sekarang mesin nya tidak rewel dan bahan bakar masih irit .,positive,positive,neutral,neutral,neutral,neutral,mobil saya avanza type g cc tahun sampai sekarang mesin nya tidak rewel dan bahan bakar masih irit
Suspensi Xpander empuk dan nyaman,neutral,neutral,neutral,positive,neutral,neutral,suspensi xpander empuk dan nyaman
Mending inilah daripada Honda Jazz city car over price pelit fitur .,neutral,neutral,neutral,negative,negative,neutral,mending ini daripada honda jazz city car over price pelit fitur
"Desain dasbor HRV kece , seolah-olah semua diorientasikan ke pengemudi",neutral,neutral,neutral,positive,neutral,neutral,desain dasbor hrv kece seolaholah semua orientasi ke kemudi
"Saya menggunakan avanza tahun 2009 transmisi manual . kualitas mesin top banget . Walaupun dengan pemeliharaan minimal , tetapi hasil nya maksimal .",neutral,positive,neutral,neutral,neutral,neutral,saya guna avanza tahun transmisi manual kualitas mesin top banget walaupun dengan pelihara minimal tetapi hasil nya maksimal
"saya sih mending xi irit sih beda tipis apalagi macet di kota-kota besar enggak berefek xi buat luar kota enak , tanjakan juga oke .",positive,neutral,positive,neutral,neutral,neutral,saya sih mending xi irit sih beda tipis apalagi macet di kotakota besar enggak efek xi buat luar kota enak tanjak juga oke
akhirnya bisa membeli mobil juga . pilihan saya jatuh ke daihatsu xenia sporty . mobil ini sangat nyaman sekali . interior sangat bagus dan elegan . Lari nya juga sangat stabil dan mantap .,neutral,positive,positive,positive,neutral,neutral,akhir bisa beli mobil juga pilih saya jatuh ke daihatsu xenia sporty mobil ini sangat nyaman sekali interior sangat bagus dan elegan lari nya juga sangat stabil dan mantap
xenia li punya saya konsumsi bbm - nya irit banget,positive,neutral,neutral,neutral,neutral,neutral,xenia li punya saya konsumsi bbm nya irit banget
avanza gaya nya jadul ah gak cocok buat mahasiswa,neutral,neutral,neutral,negative,neutral,neutral,avanza gaya nya jadul ah gak cocok buat mahasiswa
brio bagus banget gak kaya mobil lama saya si calya jelek,neutral,neutral,negative,neutral,neutral,neutral,brio bagus banget gak kaya mobil lama saya si calya jelek
Tidak ada yang bisa mengalahkan ketangguhan mesin Avanza .,neutral,positive,neutral,neutral,neutral,neutral,tidak ada yang bisa kalah tangguh mesin avanza
Enteng saat dikendarai . Enggak berat . Onderdil mudah dicari . Banyak konter-konter honda di deket rumah . Jadi enggak perlu jauh mencari tempat servis jauh-jauh .,neutral,neutral,positive,positive,neutral,positive,enteng saat kendara enggak berat onderdil mudah cari banyak konterkonter honda di deket rumah jadi enggak perlu jauh cari tempat servis jauhjauh
Yamaha Aerox R tarikan oke mesin hebat bodi sporty,neutral,positive,neutral,positive,neutral,neutral,yamaha aerox r tari oke mesin hebat bodi sporty
"Pada tahun 2017 saya beli beat , status saya pelajar jadi saya setiap hari pake ke sekolah jujur tarikan nya nyaman dan juga lincah tetapi yang disayangkan ground clearance - nya kurang tinggi",neutral,positive,neutral,negative,neutral,neutral,pada tahun saya beli beat status saya ajar jadi saya tiap hari pake ke sekolah jujur tari nya nyaman dan juga lincah tetapi yang sayang ground clearance nya kurang tinggi
cat xenia entah kenapa gampang banget baret alus .,neutral,neutral,neutral,negative,neutral,neutral,cat xenia entah kenapa gampang banget baret alus
Xenia li biru dlx AC - nya dingin juga . Mantaplah .,neutral,neutral,neutral,positive,neutral,neutral,xenia li biru dlx ac nya dingin juga mantap
"Harga yang mudah terjangkau oleh siapa pun , model Dan teknologi kekinian , perawatan mudah Dan tentunya irit bahan bakar serta purnajual yang bagus , semuanya berkualifikasi bagus . Mantap memang Honda Beat .",positive,neutral,positive,positive,positive,positive,harga yang mudah jangkau oleh siapa pun model dan teknologi kini awat mudah dan tentu irit bahan bakar serta purnajual yang bagus semua kualifikasi bagus mantap memang honda beat
desain dan body interior bagusan fortuner,neutral,neutral,neutral,positive,neutral,neutral,desain dan body interior bagus fortuner
"kalau melihat spesifikasi nya, harga ertiga lumayan overpriced",neutral,neutral,neutral,neutral,negative,neutral,kalau lihat spesifikasi nya harga ertiga lumayan overpriced
dealer dan bengkel nya HRV di situ pelayanan nya bagus banget plus murah mas .,neutral,neutral,neutral,neutral,neutral,positive,dealer dan bengkel nya hrv di situ layan nya bagus banget plus murah mas
Toyota Calya mobil keluarga lcgc Harga murah yang tidak murahan,neutral,neutral,neutral,neutral,positive,neutral,toyota calya mobil keluarga lcgc harga murah yang tidak murah
walaupun secara keseluruha oke tapi kalo bensinnya boros jadi malas beli,negative,neutral,positive,neutral,neutral,neutral,walaupun cara keseluruha oke tapi kalo bensin boros jadi malas beli
"sudah setahun lebih Toyota Calya ini saya pakai ke tempat-tempat ekstrem , namun sampai saat ini pun belum pernah saya temukan masalah pada mobil ini .",neutral,neutral,positive,neutral,neutral,neutral,sudah tahun lebih toyota calya ini saya pakai ke tempattempat ekstrem namun sampai saat ini pun belum pernah saya temu masalah pada mobil ini
"saya percaya , sejauh ini harga jual toyota lebih mahal ketimbang merek yang lain",neutral,neutral,neutral,neutral,positive,neutral,saya percaya jauh ini harga jual toyota lebih mahal ketimbang merek yang lain
kalo punya toyota ya harus sabar aja kalo servis nya buruk,neutral,neutral,neutral,neutral,neutral,negative,kalo punya toyota ya harus sabar aja kalo servis nya buruk
"Honda Vario yang pasti irit bbm , meskipun motor jenis matic tetapi untuk kecepatan tetap tangguh dibandingkan motor dengan cc yang sama dengan transmisi manual",positive,positive,neutral,neutral,neutral,neutral,honda vario yang pasti irit bbm meski motor jenis matic tetapi untuk cepat tetap tangguh banding motor dengan cc yang sama dengan transmisi manual
Wuling Confero mobil yang sangat cocok untuk bepergian jauh,neutral,neutral,positive,neutral,neutral,neutral,wuling confero mobil yang sangat cocok untuk pergi jauh
Suka banget sama terios baru,neutral,neutral,positive,neutral,neutral,neutral,suka banget sama terios baru
"Saya juga pakai Honda . Salah satu yang paling saya suka dari merek ini adalah kepraktisan nya ,",neutral,neutral,positive,neutral,neutral,neutral,saya juga pakai honda salah satu yang paling saya suka dari merek ini adalah praktis nya
Saya pertama coba mengendarai honda beat sporty saya suka tarikan nya lincah dan pada saat tanjakan enteng .,neutral,positive,neutral,neutral,neutral,neutral,saya pertama coba kendara honda beat sporty saya suka tari nya lincah dan pada saat tanjak enteng
"calya tidak didesain untuk dipakai di medan yang sulit, lemah!",neutral,neutral,neutral,negative,neutral,neutral,calya tidak desain untuk pakai di medan yang sulit lemah
"Kalau buat usaha pakai Li saja , pasti nyaman .",neutral,neutral,positive,neutral,neutral,neutral,kalau buat usaha pakai li saja pasti nyaman
altis 2010 saja masih enak apalagi 2014,neutral,neutral,positive,neutral,neutral,neutral,altis saja masih enak apalagi
"Honda Vario terasa sangat lincah dan tangguh mengantar saya ke mana saja , membelah tiap lekuk dan sudut yogyakarta dan sekitar nya tanpa khawatir kenapa-kenapa .",neutral,positive,neutral,neutral,neutral,neutral,honda vario asa sangat lincah dan tangguh antar saya ke mana saja belah tiap lekuk dan sudut yogyakarta dan sekitar nya tanpa khawatir kenapakenapa
Honda HRV kaki-kaki terasa ringkih . Per belakang gampang ngejeduk .,neutral,neutral,neutral,negative,neutral,neutral,honda hrv kakikaki asa ringkih per belakang gampang ngejeduk
"Sebener nya alasan saya milih Honda ya karena lebih enak aja tarikan mesin - nya diajak jalan sehari-hari . Lebih cocok dengan selera saya . Jadi minor change atau major change , cuma soal selera",neutral,positive,neutral,neutral,neutral,neutral,sebener nya alas saya milih honda ya karena lebih enak aja tari mesin nya ajak jalan seharihari lebih cocok dengan selera saya jadi minor change atau major change cuma soal selera
"awal nya saya sedikit ragu untuk membeli Wuling Confero L , namun dengan harga yang begitu ramah , memaksa saya memilih kendaraan ini .",neutral,neutral,neutral,neutral,positive,neutral,awal nya saya sedikit ragu untuk beli wuling confero l namun dengan harga yang begitu ramah paksa saya pilih kendara ini
Kalau aku tetap pilih avanza karena sudah terbukti kehandalan mesin nya.,neutral,negative,neutral,neutral,neutral,neutral,kalau aku tetap pilih avanza karena sudah bukti kehandalan mesin nya
"Xenia Xi sporty kalau pas menghidupkan AC , suara mesin nya berisik banget",neutral,negative,neutral,neutral,neutral,neutral,xenia xi sporty kalau pas hidup ac suara mesin nya berisik banget
avanza kenyamanan nya paling juara,neutral,neutral,positive,neutral,neutral,neutral,avanza nyaman nya paling juara
"punya HRV E 2018 , tenaga nya juga lumayan",neutral,positive,neutral,neutral,neutral,neutral,punya hrv e tenaga nya juga lumayan
Karimun Wagon R sesuai kebutuhan & budget aja biar tetep bisa menikmati nya dan tidak menggangu kebutuhan lainnya,neutral,neutral,neutral,neutral,positive,neutral,karimun wagon r sesuai butuh budget aja biar tetep bisa nikmat nya dan tidak menggangu butuh lain
"Avanza ini bodi nya makin bagus , lebih irit bahan bakar , onderdil banyak dan murah , ukuran lebih lega , mudah dijual , harga jual tinggi , dibawa pulang kampung enak , perawatan murah . Lebih elegan .",positive,neutral,positive,positive,positive,positive,avanza ini bodi nya makin bagus lebih irit bahan bakar onderdil banyak dan murah ukur lebih lega mudah jual harga jual tinggi bawa pulang kampung enak awat murah lebih elegan
honda brio lebih worth it kalo pengen mobil yang fun to drive,neutral,neutral,positive,neutral,neutral,neutral,honda brio lebih worth it kalo ken mobil yang fun to drive
"Avanza itu karena bobot nya lebih ringan juragan ,",neutral,neutral,neutral,positive,neutral,neutral,avanza itu karena bobot nya lebih ringan juragan
"Yamaha 125 ZR bukan enggak laku , harga nya serasa di awang-awang",neutral,neutral,neutral,neutral,negative,neutral,yamaha zr bukan enggak laku harga nya serasa di awangawang
berarti mesin Xenia terbukti bagus dan bandel + irit BBM,positive,positive,neutral,neutral,neutral,neutral,arti mesin xenia bukti bagus dan bandel irit bbm
"Menurut saya veloz gak seindah itu om , gak ada nyaman-nyaman nya kalo dibandingin lawan2 nya .",neutral,neutral,negative,neutral,neutral,neutral,turut saya veloz gak indah itu om gak ada nyamannyaman nya kalo dibandingin lawan2 nya
gue punya mobil rentalan 50 biji xenia umur nya sudah 3 tahun semua satu pun kagak ada yang meledak mesin nya .,neutral,positive,neutral,neutral,neutral,neutral,gue punya mobil rental biji xenia umur nya sudah tahun semua satu pun kagak ada yang ledak mesin nya
"Iya memang xpander , fasilitas servis nya juga bagus banget",neutral,neutral,neutral,neutral,neutral,positive,iya memang xpander fasilitas servis nya juga bagus banget
salah satu yang saya suka dari yamaha adalah after sales service nya,neutral,neutral,neutral,neutral,neutral,positive,salah satu yang saya suka dari yamaha adalah after sales service nya
semua produk nissan laku keras di pasaran .,neutral,neutral,positive,neutral,neutral,neutral,semua produk nissan laku keras di pasar
"Selama 2 tahun belum ada kendala, Sigra memang mantap.",neutral,neutral,positive,neutral,neutral,neutral,lama tahun belum ada kendala sigra memang mantap
"Ternyata pelayanan bengkel-bengkel yamaha asli jelek banget , gue bagusin stater hand sampe bolak balik cuma kasih duit ke bengkel nya tapi tetep enggak bisa digunain stater gue .",neutral,neutral,neutral,neutral,neutral,negative,nyata layan bengkelbengkel yamaha asli jelek banget gue bagusin stater hand sampe bolak balik cuma kasih duit ke bengkel nya tapi tetep enggak bisa digunain stater gue
Aduh jadi nyesel ngambil alya,neutral,neutral,negative,neutral,neutral,neutral,aduh jadi nyesel ngambil alya
masa saya ke sana waktu hari kerja pekerja nya cuma sedikit bagaimana ini pelayanan dari daihatsu buat pelanggan nya,neutral,neutral,neutral,neutral,neutral,negative,masa saya ke sana waktu hari kerja kerja nya cuma sedikit bagaimana ini layan dari daihatsu buat langgan nya
mesin Avanza juga bertenaga juragan .,neutral,positive,neutral,neutral,neutral,neutral,mesin avanza juga tenaga juragan
"Altis G 2003 MT , Mesin rasanya powerful banget di rpm 2.500 pun mantap .",neutral,positive,neutral,neutral,neutral,neutral,altis g mt mesin rasa powerful banget di rpm pun mantap
bangga banget saya punya mobil xenia ini walaupun harga nya mahal .,neutral,neutral,positive,neutral,negative,neutral,bangga banget saya punya mobil xenia ini walaupun harga nya mahal
pilihan warna brio lucu-lucu semua bingung pilih mana,neutral,neutral,neutral,positive,neutral,neutral,pilih warna brio luculucu semua bingung pilih mana
Saya memiliki motor Vespa sprint itu adalah motor yang saya pakai dari SMA saat masa-masa itu motor paling keren bagus dan ganteng deh pokok nya harga nya bersahabat,neutral,neutral,positive,neutral,positive,neutral,saya milik motor vespa sprint itu adalah motor yang saya pakai dari sma saat masamasa itu motor paling keren bagus dan ganteng deh pokok nya harga nya sahabat
cocok banget avanza untuk dibawa liburan bersama keluarga nyaman sekali,neutral,neutral,positive,neutral,neutral,neutral,cocok banget avanza untuk bawa libur sama keluarga nyaman sekali
"enak juga nih xenia 1000 cc , irit dan lincah hehe",positive,positive,positive,neutral,neutral,neutral,enak juga nih xenia cc irit dan lincah hehe
"Suspensi toyota calya nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring",neutral,neutral,neutral,positive,neutral,neutral,suspensi toyota calya nyaman muat banyak inline silinder dengan vvt i technology bisa buat taksi daring
"ertiga gaya nya oke banget, tarikan juga mantap dan bandel tapi sayang nya boros banget",negative,positive,neutral,positive,neutral,neutral,ertiga gaya nya oke banget tari juga mantap dan bandel tapi sayang nya boros banget
"Daihatsu Xenia yang paling pas buat saya dan keluarga , perawatan lebih mudah dan part lebih murah dari kendaraan merek lainnya .",neutral,neutral,positive,positive,neutral,positive,daihatsu xenia yang paling pas buat saya dan keluarga awat lebih mudah dan part lebih murah dari kendara merek lain
sumpah . gtr ganteng banget asli,neutral,neutral,positive,neutral,neutral,neutral,sumpah gtr ganteng banget asli
buat saya untuk ukuran ekonomi menengah ke bawah ya Toyota Calya oke banget harga nya,neutral,neutral,neutral,neutral,positive,neutral,buat saya untuk ukur ekonomi tengah ke bawah ya toyota calya oke banget harga nya
dengan kualitas yang diberikan & harga yang murah menurut saya sangat sangat worth to buy sekali ignis ini,neutral,neutral,positive,neutral,positive,neutral,dengan kualitas yang beri harga yang murah turut saya sangat sangat worth to buy sekali ignis ini
pakai new avanza bu . Boros bensin haha,negative,neutral,neutral,neutral,neutral,neutral,pakai new avanza bu boros bensin haha
cooper kecil tetapi mahal,neutral,neutral,neutral,neutral,negative,neutral,cooper kecil tetapi mahal
tidak pernah bosan saya pakai vario untuk pergi ke kampus .,neutral,neutral,positive,neutral,neutral,neutral,tidak pernah bosan saya pakai vario untuk pergi ke kampus
"Harga mahal , tapi fitur gitu gitu aja .",neutral,neutral,neutral,negative,negative,neutral,harga mahal tapi fitur gitu gitu aja
"yamaha lexi speed nya gila, tarikan nya juara, cuma yah, bensin nya nyedot, bro.",negative,positive,neutral,neutral,neutral,neutral,yamaha lexi speed nya gila tari nya juara cuma yah bensin nya nyedot bro
"Senang gue sama Xenia Li. keluar duit enggak banyak , dapat nya mantap .",neutral,neutral,positive,neutral,positive,neutral,senang gue sama xenia li keluar duit enggak banyak dapat nya mantap
Honda HRV gas nya pelan di jalan enggak rata bunyi semua .,neutral,negative,neutral,neutral,neutral,neutral,honda hrv gas nya pelan di jalan enggak rata bunyi semua
"Xenia itu mobil irit oli ( cuma 2 liter ) , irit sparepart ( sparepart - nya cuma dikit ) .",positive,neutral,neutral,positive,neutral,neutral,xenia itu mobil irit oli cuma liter irit sparepart sparepart nya cuma dikit
Interior Mobil Avanza Veloz juga telah dibuatkan Kabin Avanza Veloz dengan tampilan yang lebih Modern dan Elegan,neutral,neutral,neutral,positive,neutral,neutral,interior mobil avanza veloz juga telah buat kabin avanza veloz dengan tampil yang lebih modern dan elegan
Jelas design Mazda cx - 3 lebih cakep diliat dari depan samping dan belakang,neutral,neutral,neutral,positive,neutral,neutral,jelas design mazda cx lebih cakep liat dari depan samping dan belakang
selama ini tidak pernah bermasalah dan memang mesin nya tangguh dan bandel baik untuk jalan menanjak di pegunungan . Pokok nya Avanza terbaik .,neutral,positive,positive,neutral,neutral,neutral,lama ini tidak pernah masalah dan memang mesin nya tangguh dan bandel baik untuk jalan tanjak di gunung pokok nya avanza baik
"desain interior jauh lbh simpel , elegan dan berkelas CX3 dari CHR yg terkesan ribet",neutral,neutral,neutral,negative,neutral,neutral,desain interior jauh lbh simpel elegan dan kelas cx3 dari chr yg kes ribet
"Payah , Bengkel honda resmi ga becus ... di sini malah lebih tau .",neutral,neutral,neutral,neutral,negative,neutral,payah bengkel honda resmi ga becus di sini malah lebih tau
jazz tarikan nya lebih oke daripada brio,neutral,negative,neutral,neutral,neutral,neutral,jazz tari nya lebih oke daripada brio
menurut saya sih dari segi pandangan mata brio itu mewah walaupun minim fitur dan dari gengsi nya juga berbeda,neutral,neutral,positive,negative,neutral,neutral,turut saya sih dari segi pandang mata brio itu mewah walaupun minim fitur dan dari gengsi nya juga beda
Kaki-kaki HRV kayak enggak kokoh,neutral,neutral,neutral,negative,neutral,neutral,kakikaki hrv kayak enggak kokoh
Ignis ini city car paling terjangkau dengan poin-poin di atas,neutral,neutral,neutral,neutral,positive,neutral,ignis ini city car paling jangkau dengan poinpoin di atas
secara keseluruhan avanza bagus kecuali pemakaian bensin yang boros sekali,negative,neutral,positive,neutral,neutral,neutral,cara seluruh avanza bagus kecuali pakai bensin yang boros sekali
"kelemahan nya cuma satu , shock nya keras keras keras keras keras",neutral,neutral,neutral,negative,neutral,neutral,lemah nya cuma satu shock nya keras keras keras keras keras
Mau pesaing baru yang buanyak yang keluar dan model sama fitur yg lebih seger . Tetep avanza ini ada di hati,neutral,neutral,positive,neutral,neutral,neutral,mau saing baru yang buanyak yang keluar dan model sama fitur yg lebih seger tetep avanza ini ada di hati
"bensin 1:15 luar kota ( sudah irit banget kan ) gesit di tikungan , cuma masih standar .",positive,positive,neutral,neutral,neutral,neutral,bensin luar kota sudah irit banget kan gesit di tikung cuma masih standar
Suka sekali xenia perawatan murah pemakaian mudah sparepart oke .,neutral,neutral,positive,positive,neutral,positive,suka sekali xenia awat murah pakai mudah sparepart oke
"gede banget nih kapasitas avanza, volume ruangan nya lengang",neutral,neutral,neutral,positive,neutral,neutral,gede banget nih kapasitas avanza volume ruang nya lengang
"Saya punya avanza G 2008 , baru juni kemarin saya beli dari Tunas Toyota . terus kopling sudah agak berat saja",neutral,neutral,neutral,negative,neutral,neutral,saya punya avanza g baru juni kemarin saya beli dari tunas toyota terus kopling sudah agak berat saja
Saya baru ambil HRV prestige akhir tahun 2017 . Keseluruhan enak dikendarai .,neutral,neutral,positive,neutral,neutral,neutral,saya baru ambil hrv prestige akhir tahun seluruh enak kendara
"Wah, Wuling formo dari mesin 1200 cc menarik dengan harga yang kompetitif.",neutral,positive,neutral,neutral,negative,neutral,wah wuling formo dari mesin cc tarik dengan harga yang kompetitif
